	Unnamed: 0	shoeName	amazonFeatureBullets	amazonReviews	link
45	15	Adidas Solar Boost	['Textile and Synthetic', 'Made in USA or Imported', 'Synthetic sole', 'Weight: 11 ounces (size 9); Midsole drop: 10 mm (heel: 32 mm / forefoot: 22 mm); Neutral shoes offer flexibility and versatility, with premium cushioning', 'Techfit upper is engineered for natural, flexible support and a seamless, sock-like fit', 'Stretchweb outsole flexes naturally for an energized ride, while Continental Rubber gives you superior traction', 'Tailored Fiber Placement offers stitched-in reinforcement for targeted support at midfoot; Solar Propulsion Rail helps guide and propel the foot', 'Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get']	Extremely comfortable, probably the most comfortable pair of running shoes I've ever owned. Short blunted toebox, doesn't taper out too narrow like most shoes do. Padded tounge keeps your laces from digging in the tops of your feet. Perform awesomely and look sexy doing so. These are actually rated in the top 5 of the best running shoes of 2018 on runners world. Highly recommend. Regarded as one of the best running shoes released this year, I bought a second pair on Amazon because 1/2 sizes are tough to find and Amazon is the only place I could find a 12.5. I owned a previous pair of size 13 that fit very well. I have tried my best to beat the crap out of these shoes, I just cant do it. Not sure what makes these so special but whatever formula adidas used to make these, they need to spread across the rest of their running line. I LOVE THIS model and will buying as many pairs as I can before they arent around anymore. Perfect fit, it feels like wearing slippers, which is quite unusual compared to previous shoes. The boost effect is actually felt while running. But the first impression is very positive My husband loves these. He went to a local running store and this is the pair said worked best with his stride etc... however they wouldn't price match with Amazon so he left the store and I ordered on line. He loves them. These sneakers are light weight and nice looking. They are $160 shoes , but I waited , as I always do , until they were reduced , in price , on Amazon. Im very satisfied with the shoes. Top quality , as always , from Adidas. Like walking on a cloud. I might go as far as saying TOP 2 in comfortability.	https://www.amazon.com/adidas-Mens-Solar-Boost-Running/dp/B07D9GRYVX?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07D9DML56&psc=1
46	16	Hoka One One Torrent	['Imported', 'Tackle a variety of terrain at your own pace in the Hoka One One® Torrent Trail Racer Shoes.', 'Predecessor: None.', 'Support Type: Neutral to underpronation (supination).', 'Cushioning: Minimal feel with extreme flexibility.', 'Surface: Trail. Differential: 5mm. Open-engineered mesh construction enhanced breathability and quick-drying, all-day comfort. Protective overlays at forefoot and toe box for added support on the trails. Lace-up closure. Lightly-padded tongue and collar. Oversize EVA midsole provides lightweight cushioning. PROFLY midsole delivers a unique balance of PROpulsion and PROtection. Strategic hi-abrasion rubber zones for lightweight durability. Multi-directional, high-traction rubber lugs for']		https://www.amazon.com/HOKA-ONE-Mens-Torrent/dp/B07DDNH5QL?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07P8TXCN6&psc=1
47	17	Nike Air Zoom Vomero 14	['Synthetic', '100% Authentic', 'Brand New', 'Durable', 'Original Packaging']	They are very comfortable and they made me feel like I was flying on my first run in them. These are the best shoes I have ever bought for running. Had numerous versions of this shoe and these were so uncomfortable I sent them back Best running shoes I have gotten so far	https://www.amazon.com/Nike-Zoom-Vomero-Running-Shoes/dp/B07DCNFV8W?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07KQPRD3J&psc=1
48	18	Asics Roadhawk FF	"['Synthetic-and-mesh', 'Imported', 'Shaft measures approximately Low-Top"" from arch', 'Warm up and take off towards a new PR in the reliable RoadHawk FF.', 'Predecessor: None.', 'Support Type: Neutral.', 'Cushioning: Lightweight, flexible response.', 'Surface: Road. Differential: 8 mm. Breathable mesh and synthetic upper materials. Seamless upper construction helps reduce the likelihood of irritation. Lace-up closure. Padded tongue and collar. Breathable fabric lining offers a great in-shoe feel. Removable ComforDry sockliner. FlyteFoam midsole creates a lightweight, responsive ride. Heel/Toe: 19 mm/11 mm. High-abrasion AHAR® rubber outsole. SpEVA® 45 lasting. Imported. Measurements: Weight: 9 oz Pr']"	"These running shoes are outstanding. If I feel like I feel like I want to jog and I'm not wearing these shoes it just doesn't feel the same. Theses are fit and secure while tracking the trail in a way that makes me feel like I'm being sprung forward leaving me with a good pace and a feeling of strength. I enjoy bought Sof Sole Athlete Full Length Comfort Neutral Arch Comfort Insole, Men's Size 9-10.5 replacing the ones it came with. Leaving me with a pillow like feeling that has boosters on them. All and all these shoes feel and fit better than other products that I have tried on before and I always make the family guy ""round-house"" joke but say ""Road-Hawks"" instead. Makes for a silly joke but I'm the winner in the end due to being able to outpace a majority of people I'd jog with when I couldn't before due to uncomfortable shoes not letting me push the pace. The Roadhawk has been (unofficially) designated as the successor of the Excel 33. Although the total heel height of the Roadhawk is higher than the Excel, the drop is less (8mm vs. 10mm) and the weight is slightly less (8.6 oz. vs. 8.9 oz). There are two significant differences for me (after going through three pairs of the Excel): The toe box of the Roadhawk is narrower, which is okay because I have a narrow foot. The comfort of the knit upper and subtlety of the logo treatment are positives for me. I wore a 10.5 in the Excel. Overall, the Roadhawk is okay, but I can't give it a 5-star rating. I miss my Excel 33s. Comfort wise, they're great. It was on a non-mossy pavement 2 hrs after rain fell, so the traction should have held up a lot better than that. So either I was lucky enough to get a dud or the stitching material is sub-par. Love these shoes: they fit well (little bit on the small side as compared to my Saucony's and Hoka's), very very light, breath well, don't give me blisters. Comfortable, but they fell apart just after the return window closed. It's hard for me to find a pair of black Asics that I like it. I love these Asics because they are not their typical bright, crazy loud colors. I love the different textures, it make this pair really unique. They fit quite well too. I love ASICS shoes but would not but this particular one again. They initially fit fairly tight but I assumed they would break in a little and loosen up. Somewhat small but very comfortable"	https://www.amazon.com/dp/B01N9K208K/ref=asc_df_B01N9K208K1555758000000?tag=runrepcom-20&creative=395261&creativeASIN=B01N9K208K&linkCode=asn&psc=1
49	19	Asics Roadhawk FF 2	"['Fabric,Manmade', 'Imported', 'AHAR Plus Outsole sole', 'Shaft measures approximately Low-Top"" from arch', ""I.G.S (IMPACT GUIDANCE SYSTEM) TECHNOLOGY: ASICS design philosophy that employs linked componentry to enhance the foot's natural gait from heel strike to toe-off."", 'AHAR PLUS OUTSOLE: Strategically positioned in critical areas of the outsole, this exceptionally durable compound is 50% more durable than standard ASICS High Abrasion Rubber.', 'SEAMLESS CONSTRUCTION: The use of seamless materials reduces the potential for irritation and friction caused by traditional stitches and seams.', '', '']"	I ordered a US 11.5M. The length is fine, but these are definitely *narrow* shoes. Out of many brands/models of shoes I've used in 4000+ miles of running, these are the only ones that have caused blisters - a nice dime-sized one on the inside of my left heel, after only five miles. Asics has many other fine shoes. I ran in GT-2000s and GT-3000s for years, and was also very happy with Nimbus. I'd say the fit is true. All went well. The shoes provide a good balance of cushion and spring. Low profile, well-made and stylish enough to make me smile. Even at the normal, full price of $99, these are worth having in any runners shoe rotation. Also a great option for those only needing one pair of runners. My foot feels great and I love how Asics shoes make my feet feel like they are locked in place. VERY GOOD HEEL AND FORE FOOT SUPPORT FOR LONG RUNS. SUPER COMFORTABLE SOCK LIKE FIT AND EXCELLENT TRACTION ON THE ROAD. WEIGHING IN AT 9.6 OUNCES I WOULDN'T USE FOR A SERIOUS RACE, I WOULD PREFER 8 OUNCES OR LESS. First Asics I have ever regret buying. Wish I had just returned them Good Asics shoes (like always). Can't wait for the snow to melt so I can start running again. i normally wear skechers 9 size. it fits perfectly, shoe length(27cm) is just right and toebox is comfortable. this one i ordered 9.5 size. even though the length is 27.5cm it is still tight, and Toe Box is also smaller. really uncomfortable because of small/tight size. i hope it will break in time, and become more loose	https://www.amazon.com/ASICS-Roadhawk-Mens-Running-Shoes/dp/B07FXV28J8?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07DNFYL3Q&psc=1
50	20	Asics Gel FujiTrabuco 6	"['Synthetic', 'Imported', 'Rubber sole', 'Shaft measures approximately low-top from arch', 'Ortholite Sock liner: Moisture management (Ortholite is a registered trademark of ATP Manufacturing LLC).', 'Placed in critical areas of the outsole for exceptional durability.', ""I.G.S (Impact Guidance System) Technology: ASICS design philosophy that employs linked componentry to enhance the foot's natural gait from heel strike to toe-off."", '', '']"	Good neutral support. Good aggressive tread. But surprisingly narrow. Not available in wide so probably only recommended for those with feet on the narrow side. It's a little snug, not as cushiony as my other Asics, but comfortable. Good sneaker for $50,I would have been disappointed in these had I paid the original $130 After being a committed fan of ASIC shoes this is the second pair I've bought in the last year that have fallen apart. The exterior is all cheap plastic (as compared to my original Fuji-Trabuco's which had the details sewn on). Can no longer recommend. Excellent shoes!. Very comfortable and perfect for trail running. Theyre ok. Look better on pictures I've worn Asics trail running shoes for 17 years and I run 20 to 25 miles a week. They narrowed the track (likely to save money on materials) from the previous versions so the traction is not as good and the landing is on less surface area. The rear portion has been downsized so they don't grip the foot as well (slippage). They were warm and waterproof enough for courier work but I needed another pair so I went with half a size up and they are perfect and a lot cheaper than in store	https://www.amazon.com/ASICS-Mens-Gel-Fujitrabuco-Running-Shoe/dp/B01N3PZVWG?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0725TB7QK&psc=1
51	21	Adidas Pure Boost	"['100% Textile Knit', 'Imported', 'Rubber sole', 'Running shoe with single-piece knit upper featuring ghillie-style lacing and reinforced heel counter', ""STRETCHWEB adapts to every runner's footstrike""]"	"Liked them so much, i bought them in white too. Feels like you're walking on clouds. Comes with 2 sets of laces....Adidas is really stepping up their game.

buy them...you wont be disappointed. Most comfortable shoe i have ever owned. Have gotten tons of compliments and i wear them at least three times a week. I used to be a Nike guy, i have switched my alegiance. great everyday shoes. Very comfortable and lightweight. Looks cool, and is comfortable for hit training or working on my feet all day. 4 stars only cause the ball of foot looks broader than I would otherwise prefer. Liked this shoe but it ran small. The 3 tripes can hardly be appreciated. All of these details can be appreciated in the pictures. Love it Awesome Kicks!!. Loving them, came exactly as expected and thrilled in these!"	https://www.amazon.com/adidas-Mens-Pureboost-Running-Shoe/dp/B01N3D4N78?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C7GLCYN&psc=1
52	22	Nike Legend React	"['Fabric-And-Synthetic', 'Rubber sole', ""Designed to deliver contoured, streamlined comfort and effortless style it's built to be incredibly smooth as responsive foam cushions your stride"", 'Lightweight upper and partial bootie offer strategic support and easy on/off', 'Contoured midsole to allow the shoe to move with you on the run', 'Nike React technology for an incredibly soft, smooth ride']"		https://www.amazon.com/Nike-Mens-Legend-React-Running/dp/B078JLZPD9?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07FYBJBZB&psc=1
53	23	Salomon Speedcross 4 GTX	['Synthetic', 'Provides easy storage for the Quick Fit lacing system', 'Sensifit system works to cradle the foot providing a precise and secure fit.', 'Minimalistic and strong lace for one-pull tightening. Easy-on, easy-off.', 'Molded EVA midsole provides lighweight cushioning and stability', 'Provides excellent next to foot cushioning and anatomical support']	"On the trail: Wonderful, decreased the shock impact, good grip, good support on uneven terrain
Waterproof: A true waterproof shoe, I ran in rain and hit a lot of puddles, also just wore around town in the rain. No water touched my feet, excellent waterproofing. Look and feel: Excellent look, feel comfortable just walking. They are going to require a lot of breaking in before they are comfortable but i suspect once you do they will be very comfortable. I definitely wouldn't do any long hikes or runs without breaking them in early. Spend a good 10-15 miles breaking these in before you try and put them to the test. I'd recommend these shoes for short wet hikes or runs on trail only, or just for a waterproof shoe to wear in the rain. These were definitely not made for hard surface running. I wear a standard width sneaker and I'd like it if these had been just a little on the wider side like my Brooks or New Balance shoes. The shoe is very tight at first but after several days use it feels like a tight good fit. It will definitely need a break-in period. The grip below doesn't appear to be well suited for hard concrete. The shoe definitely has good waterproof material with the goretex. I recommend it best suited for all-weather dirt trails. This is a great shoe if you like a taller, more narrow heal. Otherwise: the tread is GREAT for loose dirt, snow and ice because of the pattern, and the softer rubber. And the waterproof fabric performs well. Love the speedcross but not this one. I cannot wash them clean and my 1 month old shoes look like theyre 2 years old. Fact is that Ive loved my other speedcross shoes so much that I still have them after 2 years even though the sole is completely gone. And they look cleaner than the lime green gtx I just bought!!. Wish I could get my money back on these ones. Amazon was wonderful with the return of the shoes. They stay looking clean and there is no popping sound. Thank you Amazon. Salomon speedcross 4 are the best trail shoe available. This is my second pair and Im sure there will be more pair in the future. This shoe has the comfort, flex, grip and rigidity life better than any other trail shoe I have owned."	https://www.amazon.com/Salomon-Speedcross-Trail-Running-Shoes/dp/B07CZWM35L?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01J23V8HE&psc=1
54	24	Adidas Pure Boost DPR	['100% Synthetic', 'Imported', 'Rubber sole', 'Shaft measures approximately low-top from arch', 'Runner type: natural', 'boost is our most responsive cushioning ever: The more energy you give, the more you get', 'ARAMIS-inspired knit upper with engineered zones for adaptive fit and premium natural feel', '', '']	These Adidas Pureboost DPR running shoes are really comfortable, breathable, lightweight and fit true to size. Wouldn't use these for longer runs but works well for walking, gym sessions or casual to moderate running. The tongue could be improved to something thicker/ more substantial. They have the same boost tech in the more expensive Adidas running shoes. First off let me say I am not a runner so I really cant tell you what these are like for running I can tell you they are squishy like boosts should be. I am a huge fan of adidas (nike who?) I've tried the cloud foam, the pure bounce, the rocket boost, which were the best and I cant find them anymore so these are the next best I tried. The insole and inner structure of this show has ZERO arch support. However, I'm flat-footed so this does not bother me. So far, this shoe is very light, comfortable, breathable, and aesthetically pleasing. Looking from the top down, you will see that the sole extends well beyond the upper. The sole is basically a responsive-bounce wedge bound to your feet by fly-knit like fabric. This is a total winner for me. I've ran in Asics (a strong favorite), Nikes (80% were terrible), and Solomon (best trail-running shoes). These are outstanding for daily city runs. You might talk to someone with a high or medium arch who has these to see if they like them. I now own 6 pairs because they are the best running shoe/every day shoe Ive ever walked/ran in. If it wasnt for that the shoe would be great. Its comfortable. I dont know quite how to describe the fit of this. Idk, Ill play around with the lacing and maybe thatll fix things Love these, insanely light and comfy. High quality design and nice color options, the best part is that I saw these at a big box retailer for 36$ more than on Amazon!- and with just one color option, black and grey. I think these shoes are very attractive and comfortable, I actually bought a 2nd pair because i liked my first pair so much	https://www.amazon.com/adidas-Mens-Pureboost-Running-Shoe/dp/B01MT1ML98?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NALI0UG&psc=1
55	25	Hoka One One Clifton 5	['synthetic-and-leather', 'Authentic']	Very comfortable Súper cómodo	https://www.amazon.com/HOKA-ONE-Mens-Clifton-Running/dp/B07897JK1R?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07FWGS7M1&psc=1
56	26	Saucony Liberty ISO	['Imported', 'Break free from boring basics with the ready-to-run Saucony® Liberty ISO running shoe.', 'Predecessor: None.', 'Support Type: Stability, moderate pronation.', 'Cushioning: Plush, flexible response.', 'Surface: Road, track. Differential: 4 mm. Engineered stretch-mesh upper for a dynamic, lightweight fit and feel. ISOFIT is a soft inner sleeve and floating support cage combined to create a dynamic fit system that adapts to the shape and motion of your foot. Lace-up closure. Padded tongue and collar. Smooth fabric lining offers a great in-shoe feel. Removable foam insole. EVERUN topsole supplies heightened energy return and lasting cushioning. Full-length EVERUN midsole is cent']	Love my Liberty ISO's, the fit is great on these and the design + lacing really lets you lock it in. As someone with high arches and who overpronates, these have been fantastic. I really like this shoe. Comfortable all through the race. Great combo of stability and response. I am about 150 miles in and they still feel great. This saucony liberty fits me the best. It seems I fit into this group and thank God some one actually produces this shoe. Btw its fairly light weight and good for both training and race. Very lightweight and comfortable. It has provided better cushioning when I jog on a concrete surface. It isn't like running on a cushioned track, which I did for my cardio rehab, but it's definitely better than my previous shoes. Pricey but worth it IMO. More color selections would be nice but the neutral bluish gray works fine for me. Avid runner, Military for 12 years... used to more cushion for distance, this was more firm and tight around the feet, and can feel the bottoms when i run, not as good as I was hoping, but may just need to be broken in, great shoe, but not what i was expecting, Im picky A perfect match of light-weight, low heal to toe drop and stability to correct a minor pronation. I honestly haven't found a better combination of these factors in one running shoe. Fit is what I expected from Saucony. Excellent shoe, just the right amount of support. Im big; 250 pounds but these are breaking in nicely for running and walking. Great shoe. The difference in weight is only one ounce, so I'm happy. I would recommend these shoes to people who want a minimal drop, but have a narrow foot.	https://www.amazon.com/Saucony-Liberty-ISO-Mens/dp/B07K6T254V?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078RDHGDN&psc=1
57	27	Asics Gel Contend 5	"['Fabric,Manmade', 'Imported', 'Rubber sole', 'Shaft measures approximately Low-Top"" from arch', 'AMPLIFOAM TECHNOLOGY MIDSOLE: Engineered to maintain durability at softer densities, providing better flexibility, comfort, and platform adaptability ideal for natural running.', 'REARFOOT GEL BRAND TECHNOLOGY CUSHIONING SYSTEM: Attenuates shock during impact phase and allows for a smooth transition to midstance.', 'ORTHOLITE SOCKLINER: Moisture management (ORTHOLITE is a registered trademark of ATP Manufacturing LLC).']"	A bit on the small side, but best and comfortable running shoe Ive ever owned (I run every other day in Central Park). This includes my much more expensive Nike react and Adidas Pureboost and NMD. The looks arent as good though. I am excited to wear them tomorrow and see if my opinion changes any. These are great shoes if you stand a lot during the day. Got shoes early and felt great from start. Good shoes, third or fourth pair of this series. Love ASICS good fit rally nice shoe good arch support Light, soft, comfortable. Highly recommend.	https://www.amazon.com/ASICS-Gel-Contend-Mens-Running-Shoes/dp/B07FQT8PCG?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MLGWJRT&psc=1
58	28	Nike LunarGlide 9	['Suede', 'suede sole', '100% Authentic', 'Brand New', 'Durable', 'Original Packaging']	"Very comfortable, they have some support if you have flatter feet. Not motion control-level support but enough for them to be comfortable on shorter runs, at the gym, and around town. I got the Anthracite / Black / Cool Grey and they are good looking shoes. The 9.5 fits like glove. Best running shoe I have ever owned. The lunar glide 9 in 9.5 fits perfect AND has added feature of re-inforced heel box. Got these because they were on a list of shoes with the best arch support and I am SO happy with them. I actually ended up buying another pair in a different color haha. I have the flattest feet possible, so arch support is important--I also can't wear shoes that are too narrow. These have fantastic support and while they aren't narrow, they also aren't so wide as to look ""fat"". I get compliments on them because they are way stylish. They mesh-like fabric of the shoe's body is super breathable as well so my feet never get sweaty/stinky in these. Love em and definitely recommend!. I started using the Lunarglide 8 3 years ago, greats shoes, then the 9 came out and they were supreme for my running routine, very light and comfortable, they made a huge difference after using other expensive shoes, but looks like Nike is no longer making them and could not find at dicks sporting goods, neither at Nike online, I found them on other websites and ended up buying them at Amazon, look the same the same, but they don't feel the same, something is not right with this shoes, they don't feel as comfy as the other ones I had before, I need to look for different shoes now. I've bought these shoes several times, and this was a great price. They are very comfortable and provide the stability a slight over-pronator needs. I really liked the Lunarglide 6s and 7s - some of those wore out so I figured I'd give these a go. Otherwise, they still have the support for flat feet - though it doesn't feel as pronounced as the earlier Lunarglides. Item I received looked like a knock-off with clearly visible glue around sides and font vastly different from regular Nikes"	https://www.amazon.com/Nike-Mens-Lunarglide-Running-Shoe/dp/B004OF1M4K?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074N22F91&psc=1
59	29	Nike Air Zoom Structure 21	['synthetic-and-leather', 'Authentic']		https://www.amazon.com/dp/B0767PJ1K1/ref=asc_df_B0767PJ1K11555758000000?tag=runrepcom-20&creative=395261&creativeASIN=B0767PJ1K1&linkCode=asn&psc=1
60	0	Nike Zoom Pegasus Turbo			https://www.amazon.com/s?k=Nike+Zoom+Pegasus+Turbo
61	1	Nike Epic React Flyknit 2	['Brand Name : Nike', 'Good Quality', 'Resonable Price', 'Best Product']	But these sneakers fit me perfectly. I like a snug fit when I run-no sliding around, and that's what I got ordering my normal 11.5 men's. I only run about a half hour 3-4 times a week, so I can't tell you if these are great for a marathon, but exactly what I needed to cushion the impact of running on pavement.	https://www.amazon.com/Nike-Epic-React-Flyknit-BQ8928400/dp/B00O1F3NXG?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B010RI19GS&psc=1
62	2	Asics DynaFlyte 2	"['NA', 'Made in USA or Imported', 'Shaft measures approximately Low-Top"" from arch', 'The ASICS® DynaFlyte 2 running shoe gives you the response and comfort you need to propel yourself forward on every path.', 'Predecessor: DynaFlyte.', 'Support Type: Neutral to underpronation.', 'Cushioning: Lightweight, flexible support.', 'Surface: Road. Differential: 8 mm. Please note: DynaFlyte 2 runs long, it is recommended that you buy a half size down for the most comparable fit. EX: If you are a size 10 then order the 9.5 size. Multifunctional mesh upper provides support and flexibility for a secure and unrestricted fit. Seamless construction in the forefoot helps eliminate the likelihood of irritation. Lace-up closure. Independently placed eyelets help to evenly distribute lace tension for a better fit and feel. Plush to']"	"My shoe of choice has always been the GT series, which once fit me perfectly, had the right balance between cushioning and stability, and took wear and tear like the dickens. Sadly, ASICS has gone through a significant redesign of the GT series, and the new design slips in the heel box for me. The short story is: I'm in love with them. I run about 125 miles a month and these shoes are perfect for my pace and mileage. The ride is comfortable--- more comfortable than my best experience with the GT-2000 and GT-2100 series over many years. They're also nicely styled (which is a nice to have for me, not a must have, but they do look good in the tomato orange!). This has renewed my love for ASICS shoes. I'm back on the road without worrying about my ride, and I'm a happy camper. PS --- the other comments about fit are true--- I went down a half-size from my usual fit, and these are just right. Unfortunately, they didn't have DynaFlytes but I needed a replacement shoe and figured I would once again try different brands and styles with the following criteria: light, comfortable but with good cushioning (because of the paranoia I have about my knees as I mentioned in the original review). I tried Brooks, Hoka, Saucony and, of course, ASICS. After much back and forth, I again chose ASICS, this time the Roadhawk FF. They felt lighter and less bulky than the Cumulus 19 and ultimately just a little more comfortable than the Saucony (my other finalist). Anyway, I decided to try another pair of DynaFlyte 2 at an even better price at Shoebacca (thru Amazon) and this time chose 11 instead of 10.5. Lo and behold, they are perfect. Light, comfortable, great cushioning and still a good-looking shoe. So, sorry to the ASICS folks for my previous review - my bad, I just bought the shoes a 1/2 too small - and thank you for continuing to make such great running shoes. Original review:
I've been wearing ASICS pretty much since I got serious about running. They're comfortable and light and the gel in the sole makes me feel hopeful that the daily pounding on asphalt may not be slowly wrecking my knees (so far, so good). I moved from the Contend 3 to Cumulus 18 (both bought in stores and compared with other styles and brands) and then Cumulus 19 before deciding to try the DynaFlyte 2 (both bought online). I'd read the reviews in Runner's World and online on the DynaFlyte and was excited to try something new with the cushioning I had grown to trust but in a lighter shoe. They are light and they're a nice looking shoe but they feel a little tight through the toe area when compared to the Cumulus. Read more Literally the best running shoes I've ran in, in a minute. I thought I had bought the best ones before I tried this model. Wow. So good that they'll have you bouncing around after a quick three mile run, like you just walked. The breathable mesh is awesome, because me feet sweat alot. These shoes keep my feet cool. I will definitely buy them again, when these wear out. They fit perfect right out the box and are a solid running shoe. Bottom line these shoes feel like you're running on pillows. They are awesome. Great shoes. These shoes are quite comfortable, good shock absorption, but for me I need a bit more support. On the plus side, they use the Speva lasting (the layer under the insole) and an Ortholite insole - this is the best combo for Asics shoes in my opinion. In recent times I have liked many ASICS shoes for fit, feel, etc, just not the bottom feel. Many of their shoes have Ortholite insole on top of Ortholite lasting layer. This Dynaflyte 2, and it sounds like the upcoming GT-2000 v6, are using Speva lasting and Ortholite insole. Many Nike shoes like Pegasus, Zoom Structure, Zoom Span, etc. use this combo and it is a great blend of shock absorption, cushion, but some responsiveness without mush. As per the listing and ASICS site, I ordered 10.5 instead of my usual 11, and they fit perfectly. If I weighed perhaps 30 lbs. less, likely these would have been fine, but I need a bit more stability."	https://www.amazon.com/ASICS-T7D0N-Dynaflyte-2/dp/B0787VQF5B?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073RRY719&psc=1
63	3	Altra Escalante Racer		Really nice light amout of cusion and zero drop. They also make a really good recovery shoe for minimal runners with just a small extra amount of added cusion. Big warning if your size is being fulfilled by Grivet Outdoors. But still awesome. Fit it wide enough but secure. The upper is one of the best out there. Extremely breathable, and light, but still durable and comfortable. I'd love to see this exact same upper with a few less millimeters of cushion. These shoes are amazing. Take One V3 and Escalante together and you have a responsive, tough, racers. Very impressed and glad i got these. Awesome shoes!. Best running shoes ever Seriously great shoe, I almost don't want to take them off ever! it feels perfect on my foot and the extra toe space feels natural. My brother asked me to purchase for him and he asked me liked 3 months after to order a new pair cause he loved them so much.	https://www.amazon.com/Altra-Footwear-Mens-Escalante-Racer/dp/B07L6RT9H1?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C1G9268&psc=1
64	4	Asics Gel Nimbus 21	"['Fabric', 'Imported', 'Rubber sole', 'FlyteFoam Propel Technology - ASICS energetic foam formulation that provides supreme bounce thanks to a unique elastomer compound.', 'FlyteFoam Lyte Technology - ASICS lightest weight midsole formulation that provides continuous cushion thanks to organic nano fibers.', 'Rearfoot and Forefoot GEL Technology Cushioning System - Attenuates shock during impact and toe-off phases, and allows movement in multiple planes as the foot transitions through the gait cycle.', ""I.G.S (Impact Guidance System) Technology - ASICS design philosophy that employs linked componentry to enhance the foot's natural gait from heel strike to toe-off."", 'Guidance Trusstic System Technology - This Trusstic System Technology integrates Guidance Line construction for enhanced gait efficiency while providing midfoot structural integrity.']"	"I walked into the store today, put my foot in this shoe with high hopes and immediately knew they hadn't learned nor listened to a thing their once loyal customers said. The stabilization / cushion balance is shot where this shoe now feels like concrete to me. Asics, you've lost A LOT of loyal customers, get with the program and return to the tried and true older format shoes of 14s, 15s, 16s, 17s, 18s and at the very max, the 19s and scrap the 20s and 21s. The recent versions have just become too narrow in the midfoot so I was hoping that the newest version would harken back to the glory days of the 17's where the shoe would fit virtually ANY foot shape, from heel to toe. The 17's were excellent at this. I have seen this across most lines of Asics, including the women's GT 2000 that my daughter wears and my wife's Kayanos. ASICS, please go break the Nimbus 17 era shoe plans out of the vault and start selling shoes to a wider variety of foot shapes again. Thank you. It is significantly changed and the structured comfort fit I like about the Nimbus line is completely gone. It feels hard and unsupportive like $20 sneakers from a big box store. Read more This is one of the most comfortable shoe I have ever had. I bought a size 9.5M and it fits true to size. Have enough room for my toes to wiggle and at the same time amazing support for the heal.

it is cushioned for absorbing good amount of shock, also helps reducing any stress on ankle. Great delivery. Overall YAY for this product, and great prompt delivery by seller. I chose not to bother with the return/exchange hassles. Read more These shoes are great. Read more The Numbus 21's really aren't that bad. They fit perfectly but seem to be lacking in some cushion of the Nimbis 20's which I had previously. Like my feet have a better grip. After walking around and doing a little running I found I really like them a lot even with the sole. They're still pretty comfortable and they look pretty good. A little adjusting to the shoe and I'll be good to go. This is just a first impression and I will update later as I do have plantar fasciitis which will have a major impact on my feelings about the Nimbus 21's
Read more"	https://www.amazon.com/ASICS-Gel-Nimbus-Mens-Running-Shoes/dp/B07DM43XK3?SubscriptionId=AKIAING73PPL74JOUHRA&tag=runrepcom-rn-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07KYLGQPB&psc=1
